Dataset,Samples,Avg Accuracy,Std Accuracy,Avg AUC,Std AUC,Avg Train Time
dataset_3.csv,3196,0.9959365203761756,0.004851116169738106,0.9996162216331012,0.0006280924672620469,3.994550767497276
dataset_11.csv,625,0.8767281105990783,0.030810218438295733,0.9535840280675874,0.013780402407545838,6.710581290096161
dataset_12.csv,2000,0.9714999999999998,0.011842719282327021,0.9987499999999999,0.0010418703504565313,5.117577032401459
dataset_14.csv,2000,0.8445,0.026781523481684156,0.9828666666666667,0.003363997842074437,6.892142853993573
dataset_15.csv,699,0.9542443064182194,0.020962157802094667,0.9909239130434784,0.005247654030215382,1.035325601202203
dataset_16.csv,2000,0.9620000000000001,0.014352700094407317,0.9985916666666668,0.001263510321815071,4.354764058598084
dataset_18.csv,2000,0.683,0.023685438564653997,0.9478916666666667,0.008145422576552873,12.910044038205523
dataset_22.csv,2000,0.7965000000000001,0.013610657588816188,0.9598222222222222,0.0062266254261462125,8.305291345104342
dataset_23.csv,1473,0.504421768707483,0.025205213422537148,0.6805961601326579,0.02932788810335639,7.346331662105513
dataset_28.csv,5620,0.9841637010676157,0.006437741108585611,0.999734307801843,0.00021802012988826212,6.625349967399961
dataset_31.csv,1000,0.744,0.0447660585711988,0.7601428571428571,0.05666348530485419,2.7934016468003393
dataset_32.csv,10992,0.9929944577715277,0.0027013166150873912,0.9997550374639715,0.0003523257426751088,8.589224693796131
dataset_37.csv,768,0.7343472317156529,0.048488231739798965,0.7812507122507122,0.04999642108602731,2.028026324199163
dataset_44.csv,4601,0.9584876921625956,0.0035604158310985827,0.9886190950686563,0.004332763635830046,5.13110045370122
dataset_46.csv,3190,0.9630094043887146,0.010378022167552877,0.9951562393441342,0.0021283208582558773,5.419406688699382
dataset_50.csv,958,1.0,0.0,1.0,0.0,1.7443911872047466
dataset_54.csv,846,0.7695518207282913,0.029187164304632744,0.9304676855081908,0.01629418602205411,4.329178067701287
dataset_151.csv,45312,0.9325345569785704,0.003138202285660273,0.9818434415436001,0.0012736934401474723,5.4481054109986875
dataset_182.csv,6430,0.9255054432348366,0.01089646286507205,0.9917037382602965,0.002097744385214187,10.267970452993177
dataset_188.csv,736,0.6520733061828952,0.048659710011259676,0.9013456265998492,0.024571861059468493,5.786437315208604
dataset_458.csv,841,0.9893137254901962,0.00985203281107003,0.9999325707461729,0.00014475973143893476,1.715575167708448
dataset_469.csv,797,0.18949367088607594,0.039167781731687654,0.5310277645317102,0.03377126418662674,12.922120841802098
dataset_1049.csv,1458,0.9122342938119982,0.016075377220187793,0.9496374591503269,0.012892506696424999,2.3826458071009258
dataset_1050.csv,1563,0.8854687244814634,0.010174132413213535,0.8155952380952382,0.05732604973999663,2.5897786494955652
dataset_1053.csv,10885,0.8087273976394964,0.0065618832990439815,0.7099610670995877,0.018745295940834163,3.487963014098932
dataset_1063.csv,522,0.8467343976777938,0.02103260232819686,0.7605881110759161,0.06542080089552323,1.8090072748018429
dataset_1067.csv,2109,0.8596434213495826,0.020720839120361836,0.7787936506011721,0.03569232487096997,2.724831127896323
dataset_1068.csv,1109,0.9386977886977889,0.01319080847776901,0.8433179078203349,0.06338090684608928,2.1302986972004874
dataset_4134.csv,3751,0.7997914893617022,0.020654761827666703,0.8790446348843002,0.015298370871087373,6.236365712992847
dataset_1510.csv,569,0.9683583959899748,0.021923110321956023,0.9939428296571153,0.008856269503460263,0.8518683188041904
dataset_1489.csv,5404,0.9034052166769356,0.00985185269960176,0.9604858896929714,0.007523621090147391,3.5086996067955623
dataset_1494.csv,1055,0.8682210242587601,0.026144843961831876,0.9302664892043774,0.0226471542540883,2.3971891770983347
dataset_1497.csv,5456,0.9957835131229628,0.002178866608958998,0.9999677949728409,3.66835922463775e-05,3.3425671254983174
dataset_1501.csv,1593,0.9409866352201259,0.021068493385547192,0.9967849232952627,0.0025529071810917654,8.160990840304294
dataset_1480.csv,583,0.6963763880771479,0.03826274062731247,0.7165646136503382,0.05819400398885432,2.103350470997975
dataset_1485.csv,2600,0.8192307692307692,0.016226940853637697,0.8901005917159763,0.019203659544395763,4.299599958900944
dataset_1486.csv,34465,0.9764688767693729,0.0030691497659046116,0.9964475836620178,0.0008155838568980917,7.519337913097115
dataset_1487.csv,2534,0.943177927857832,0.009011404598860167,0.9145935272843314,0.02692455673541634,2.185789937103982
dataset_1468.csv,1080,0.8509259259259258,0.03111166225261379,0.981346450617284,0.00745659965500807,11.111660925598699
dataset_1475.csv,6118,0.6232427286244558,0.016630758856588317,0.8403727990645242,0.01245061621602992,25.618328948898125
dataset_1462.csv,1372,0.9956310166084841,0.004819513701847598,1.0,0.0,1.1120006404060405
dataset_1464.csv,748,0.7206846846846846,0.04631540556303207,0.6517429193899782,0.07735012064923869,2.2976596593041902
dataset_4534.csv,11055,0.9725011250848927,0.006807186728711134,0.9968832118994655,0.0012826000350270733,4.928660846693674
dataset_1461.csv,45211,0.9049788930345303,0.002832404372670518,0.9278650158855409,0.004204474019541033,4.467338216799544
dataset_4538.csv,9873,0.7094074178900607,0.009684005253972632,0.9098591711123601,0.00481951216625678,17.5075732420024
dataset_1478.csv,10299,0.9948538028248748,0.0022583658292574765,0.9999526882450853,4.461414348155668e-05,7.308246391697321
dataset_40966.csv,1080,0.9972222222222221,0.004243125643477648,1.0,0.0,3.1326215434033657
dataset_40982.csv,1941,0.7980808881839809,0.032168917226178435,0.9658711832819016,0.007703332732166143,7.320607374902465
dataset_40994.csv,540,0.9425925925925925,0.01933390094242694,0.9455,0.04606555661271391,0.922654184998828
dataset_40983.csv,4839,0.9845011378608216,0.0038368439649697616,0.9892240325462499,0.015541853848276917,2.0257267925073394
dataset_40975.csv,1728,0.9959470358919209,0.0037044000229189094,0.9999736120757046,7.916377288603726e-05,5.731877603498288
dataset_40984.csv,2310,0.9333333333333333,0.013852813852813858,0.995507018234291,0.002230827165730385,5.472049683297518
dataset_40979.csv,2000,0.9690000000000001,0.014282856857085711,0.9989833333333333,0.0007239509225573547,4.637631429897738
dataset_41027.csv,44819,0.8674446253859198,0.006722419025263916,0.9792339690258769,0.001522064539196811,10.97203180769866
dataset_40978.csv,3279,0.9743809204147087,0.007117364891619358,0.9736863158255389,0.012714306202503767,2.127134152999497
dataset_40670.csv,3186,0.9639054829360619,0.00528863168586264,0.9950707195136463,0.0023580739803819627,4.837173961402732
dataset_40701.csv,5000,0.9598000000000001,0.009484724561103509,0.9199822734313401,0.032735923545991086,3.130003208803828
